"location","site","bleach_intensity","X","Y","management","habitat","average.dhw.90days","max.dhw.90days","dip.Statistic.sst","bimodality.coefficient","bimodality.ratio","n.h.spell.events_90Days","avg.high.spell.duration.90days","max.high.spell.duration.90days","avg.high.spell.rise.90days","avg.spell.peak","sd.spell.peak","avg.low.spell.duration.90dys","dhd_mmmplus1","CA1"
"Soriake","SalaryN2",34.48979592,43.2573,-22.6229,"no-take","slope",0.752527456,1.899999958,0.032967033,0.470308294,0,3,4,8,0.301249993,29.78299934,0.515701859,5,0,-0.356546978
"Soriake","Bekodoy",28.57142857,43.24406,-22.52076,"no-take","slope",0.742967016,1.629999964,0.020979021,0.440212803,12.91074494,2,6,9,0.269999994,29.77649933,0.481065418,5,0,0.020538575
"Soriake","Bekodoy",37.76908023,43.24406,-22.52076,"no-take","slope",1.848131827,3.819999915,0.027149323,0.557058649,19.83211909,3,5.666666667,8,0.266999993,29.8886357,0.70365233,5,0,-0.317736437
"Soriake","Salary N2",24.90842491,43.243,-22.53797,"restricted","slope",0.742967016,1.629999964,0.020979021,0.440212803,12.91074494,2,6,9,0.269999994,29.77649933,0.481065418,5,0,0.351721285
"Soriake","Andravona",24.3697479,43.23796,-22.44588,"no-take","slope",0.651208777,1.409999968,0.023423944,0.413486059,12.73009009,2,6.5,9,0.259999995,29.68105197,0.718230022,3.333333333,0,0.568378586
"Soriake","Andravona",33.33333333,43.23638,-22.46936,"restricted","slope",0.166483513,0.299999993,0.021978024,0.428504551,12.29473135,2,5.5,9,0.272857137,29.66047553,0.707060633,3.333333333,0,0.083776861
"Soriake","Tsandamba",40.81632653,43.33463,-22.78652,"open","slope",2.359999947,8.129999818,0.025248561,0.508094031,14.84686755,4,3.25,8,0.319999993,29.686666,0.641695655,3.333333333,0,-0.658193411
"Soriake","Tsandamba",45.63492063,43.31625,-22.73958,"restricted","slope",1.925274682,6.739999849,0.021367522,0.490862698,12.92214467,4,3.25,8,0.361249993,29.66590843,0.66835731,3.333333333,0,-0.32830281
"Soriake","SalaryN1",39.61038961,43.25129,-22.60613,"restricted","slope",0.820219762,2.21999995,0.032967033,0.457889894,12.02791404,4,3.25,8,0.292222214,29.81047552,0.518174438,2.5,0,0.107243005
"Soriake","Andravona",21.21640736,43.23909,-22.44011,"restricted","slope",0.687142842,1.709999962,0.024354025,0.415706402,12.85873357,3,4.333333333,9,0.22555555,29.69052565,0.725629778,2.5,0,0.348660446
"Soriake","Salary N2",24.57142857,42.456,-22.55948,"restricted","slope",0,0,0.024285713,0.600409987,0,3,4.333333333,8,0.178749999,29.62391238,0.539155381,3.333333333,0,-0.412050572
"Reunion","Kiosque",31.26684636,55.28596667,-21.18375,"restricted","flat",0.052307691,0.299999993,0.04594342,0.425227358,1.244422247,1,14,14,0.162222219,28.59454482,0.552644946,5,0,1.137076686
"Reunion","Paleorim",32.26890756,55.28595,-21.18118333,"restricted","flat",0.039120878,0.299999993,0.05023548,0.453241058,1.112365214,1,18,18,0.147999997,28.53695588,0.550284499,3.333333333,0,1.031072516
"Reunion","Planch'Aliz",16.49381064,55.23325,-21.0964,"restricted","flat",0.224285709,1.409999968,0.030653556,0.430570206,1.247558186,1,14,14,0.161249995,28.82090845,0.447861671,5,0,0.86280043
"Reunion","Trou d'Eau",10.32608696,55.24145,-21.10286667,"restricted","flat",0.199890105,1.32999997,0.045815724,0.454502698,1.231062063,1,14,14,0.158888886,28.73173849,0.469193225,5,0,0.973580775
"Antongil Bay","Antanambe",19.78342357,49.84953333,-16.42445,"no-take","slope",0,0,0.081318681,0.563472681,1.140301848,2,10,16,0.207272724,28.82879936,0.812902806,10,0,0.072172058
"Weh Island","Anoi Itam",47.7443609,95.3782537,5.82573786,"restricted","flat",0,0,0.03990746,0.517230203,0,1,17,17,0.13444444,30.55923009,0.665070946,10,0,-1.200551808
"Weh Island","Batee Meronron",48.74384236,95.26466349,5.87351337,"restricted","flat",0,0,0.045303752,0.531181242,1.015770385,1,21,21,0.096923075,30.47652106,0.682612671,10,0,0.892255655
"Weh Island","Benteng",50.03232062,95.37321534,5.84570498,"no-take","flat",0,0,0.03990746,0.586325705,4.981735798,1,17,17,0.13444444,30.49111043,0.742020785,5,0,-1.752297029
"Weh Island","Beurawang",45.32967033,95.33685205,5.77751141,"open","flat",0,0,0.05189255,0.534494009,0.976395453,1,20,20,0.119999997,30.46962895,0.643066446,10,0,-1.353132074
"Weh Island","Gapang",54.61045732,95.27371142,5.85416157,"restricted","flat",0,0,0.045303752,0.531181242,1.015770385,1,21,21,0.096923075,30.47652106,0.682612671,10,0,0.99889061
"Weh Island","Jaboi",54.2466645,95.34604574,5.79977886,"open","flat",0,0,0.05189255,0.534494009,0.976395453,1,20,20,0.119999997,30.46962895,0.643066446,10,0,-1.576602037
"Weh Island","Lucas Reef",26.21502209,95.24502,5.88345,"restricted","flat",0,0,0.047252746,0.550217092,1.015264185,2,7.5,9,0.079999997,30.45639932,0.649389957,5,0,0.557567276
"Weh Island","Reuteuk",51.58271401,95.36137892,5.85724938,"restricted","flat",0,0,0.042000372,0.5871667,5.137079736,1,15,15,0.139999996,30.52678503,0.736221837,5,0,-1.62024328
"Weh Island","Rubiah Channel",38.26530612,95.25490981,5.88375287,"restricted","flat",0,0,0.045303752,0.55162978,0,1,21,21,0.096923075,30.40291599,0.758766025,5,0,-0.027451115
"Weh Island","Rubiah Sea Garden",39.22850605,95.26064487,5.88145229,"restricted","flat",0,0,0.045303752,0.55162978,0,1,21,21,0.096923075,30.40291599,0.758766025,5,0,-1.42838952
"Weh Island","Sumur Tiga",53.16385742,95.34547082,5.88836753,"restricted","flat",0,0,0.037113828,0.577351094,4.775323817,1,17,17,0.12333333,30.48730701,0.735801901,5,0,-1.037671936
"Weh Island","Ujung Kareung",54.35863441,95.35361334,5.87618896,"no-take","flat",0,0,0.042000372,0.5871667,5.137079736,1,15,15,0.139999996,30.52678503,0.736221837,5,0,-1.64490256
"Weh Island","Ujung Seukeu",41.82087343,95.37631,5.80833,"no-take","flat",0,0,0.03990746,0.517230203,0,1,17,17,0.13444444,30.55923009,0.665070946,10,0,-1.658558219
"Weh Island","Ujung Seurawan",38.7804878,95.23759,5.89558,"restricted","flat",0,0,0.047252746,0.550217092,1.015264185,2,7.5,9,0.079999997,30.45639932,0.649389957,5,0,0.230107426
"Karimunjawa","Cendekian",13.16526611,110.55876,-5.80419,"open","flat",0.543516471,1.899999958,0.032182105,0.437782544,0,4,2.75,5,0.202499998,29.920416,0.504695154,1.428571429,0,0.799504662
"Karimunjawa","Gosong Tengah",18.06435885,110.510647,-5.799804,"no-take","flat",0.05131868,0.989999978,0.030219779,0.444077375,0,3,3.333333333,7,0.18285714,30.04181751,0.521341082,2,0,0.06304423
"Karimunjawa","Menjangan Besar",36.84500827,110.43379,-5.89806,"restricted","flat",0.1021978,0.609999986,0.031487743,0.473330386,0,3,4.666666667,10,0.274285709,29.94559933,0.465591727,2.5,0,0.768842833
"Karimunjawa","Menjangan Kecil",12.84450063,110.40563,-5.90131,"no-take","flat",0.097032965,0.299999993,0.026826116,0.47555358,0,3,4.666666667,10,0.301428564,29.95115318,0.466101496,2.5,0,0.657008068
"Karimunjawa","Pulau Tengah",12.14128035,110.511626,-5.80877,"no-take","flat",0.275604389,1.80999996,0.030906594,0.438312293,0,3,3.333333333,7,0.189999997,30.01119933,0.502446669,1.428571429,0,-0.210453679
"Karimunjawa","Sintok 1",5.740987984,110.519274,-5.784757,"no-take","flat",0.034505494,0.649999985,0.030219779,0.458252569,0,2,7.5,10,0.171111109,29.96999933,0.51347554,1.833333333,0,0.614843852
"Karimunjawa","Tanjung Dua",4.63980464,110.472788,-5.856815,"no-take","flat",0.092857141,0.43999999,0.031936815,0.481586806,0,3,4.666666667,11,0.22666666,29.94999933,0.467724978,1.666666667,0,-0.045043934
"Karimunjawa","Tanjung Sekoci",7.784111151,110.466484,-5.862862,"no-take","flat",0.092857141,0.43999999,0.031936815,0.481586806,0,3,4.666666667,11,0.22666666,29.94999933,0.467724978,1.666666667,0,-0.029539771
"Karimunjawa","Taka Menyawakan E",10.95451634,110.325654,-5.76733,"no-take","flat",0.041648351,0.43999999,0.029042386,0.463144772,0,3,4.666666667,12,0.155999998,30.03719933,0.450846601,3.333333333,0,0.545451839
"Karimunjawa","Bengkoang Island",12.24489796,110.41747,-5.74239,"no-take","bank",0.227802193,1.269999972,0.027210882,0.472825582,0,3,3.333333333,8,0.171249998,30.06999933,0.477584491,2.75,0,0.455205454
"Karimunjawa","Cemara Kecil 1",13.39078555,110.382244,-5.831288,"no-take","flat",0.169560436,1.309999971,0.032967033,0.43623897,0,3,4,9,0.254999995,30.06499933,0.472560084,2.75,0,0.530984662
"Karimunjawa","Gleang Island",12.80487805,110.359395,-5.880232,"no-take","flat",0.523406582,2.149999952,0.033374033,0.437909019,0,3,3.333333333,7,0.281666662,30.07119933,0.489560336,3.333333333,0,0.553074283
"Karimunjawa","Karang Kapal",12.90431267,110.24403,-5.89937,"no-take","flat",0.075824174,0.44999999,0.024725275,0.445513179,2.768431479,4,3.75,8,0.181999997,30.11958266,0.442919937,5,0,0.429814197
"Karimunjawa","Katang Island 2",13.16410862,110.164412,-5.802959,"no-take","flat",0.09197802,0.599999987,0.027683855,0.461571033,2.38511198,3,4,8,0.185714281,30.09124933,0.474142809,5,0,0.344160211
"Karimunjawa","Kembar Island",11.28981394,110.19561,-5.743575,"no-take","flat",0.267912082,1.289999971,0.021367523,0.500783914,0,4,3.25,8,0.221111104,30.07695585,0.475484763,2.5,0,0.157464044
"Karimunjawa","Pulau Menyawakan",14.86643438,110.34733,-5.79817,"no-take","flat",0.041648351,0.43999999,0.029042386,0.463144772,0,3,4.666666667,12,0.155999998,30.03719933,0.450846601,3.333333333,0,0.74903509
"Karimunjawa","Taka Malang W",19.34189406,110.438853,-5.82071,"no-take","flat",0.220989006,1.519999966,0.031830241,0.436579145,0,3,4.666666667,11,0.221428567,30.08166599,0.477344697,2,0,0.697343749
"Karimunjawa","Tanjung Lemu",8.921036769,110.488514,-5.833654,"restricted","flat",0.165714282,1.449999968,0.030677657,0.444488972,0,3,3.666666667,8,0.234999997,30.04479933,0.513850809,2,0,-0.435852403
"Ningaloo","Oyster stacks",2.952913009,113.876341,-22.132053,"no-take","lagoon",0,0,0.03672277,0.547223356,1.207663464,5,2.6,5,0.333749995,26.77894677,0.759070282,2,0,0.653527285
"Ningaloo","Tantabiddi SZ",1.19047619,113.96397,-21.90879,"no-take","lagoon",0,0,0.024002312,0.446407997,0,4,4.5,13,0.309090902,27.21699939,0.544823474,2,0,0.873096567
"Ningaloo","Tantabiddi Patch",0.37593985,113.947386,-21.929823,"restricted","lagoon",0,0,0.027802197,0.474185285,0,4,4.25,13,0.285999994,27.26666606,0.552099012,2.5,0,0.630523372
"Ningaloo","Tantabiddi T1",0.996677741,113.9684,-21.90432,"restricted","lagoon",0,0,0.027216969,0.428418779,0,4,3.5,9,0.326999992,27.18749939,0.619361924,2.5,0,0.338420763
"Ningaloo","Mesa",0.952380952,113.91345,-21.99948,"restricted","lagoon",0,0,0.047052947,0.470736398,0,3,5,12,0.296666659,27.18420992,0.628961349,2.5,0,-0.070017415
"Ningaloo","Mangrove Bay",0.759878419,113.92059,-21.95062,"no-take","lagoon",0,0,0.047052947,0.470736398,0,3,5,12,0.296666659,27.18420992,0.628961349,2.5,0,1.060848728
"Ningaloo","Mandu 2",2.016806723,113.89336,-22.08061,"no-take","lagoon",0,0,0.046963563,0.514419898,1.26834522,5,2.2,5,0.391428561,27.12646998,0.548200922,2.5,0,0.696164893
"Ningaloo","Mandu 3",1.345755694,113.89831,-22.05195,"restricted","lagoon",0,0,0.046963563,0.514419898,1.26834522,5,2.2,5,0.391428561,27.12646998,0.548200922,2.5,0,1.238083832
"Ningaloo","Osprey 1",0.583090379,113.81079,-22.28751,"no-take","lagoon",0,0,0.057942058,0.491916881,0.970609038,2,8.5,12,0.204545451,27.01571368,0.638022343,2,0,0.190183725
"Ningaloo","Osprey 4",0.693481276,113.84399,-22.20492,"restricted","lagoon",0,0,0.059448748,0.526072902,0.991019042,4,3,5,0.243333329,26.97941116,0.663960363,2,0,1.167444333
"Kimberleys","Shenton Bluff",21.83150183,123.04073,-16.47949,"open","lagoon",0,0,0.041877044,0.492320514,0.896114581,3,4.666666667,8,0.221249995,31.01912974,0.561741702,3.333333333,0,0.638250764
"Kimberleys","Shenton Bluff (Pool)",21,123.04456,-16.47797,"open","lagoon",0,0,0.041877044,0.492320514,0.896114581,3,4.666666667,8,0.221249995,31.01912974,0.561741702,3.333333333,0,-0.334129295
"Kimberleys","Catamaran Bay",16.39751553,123.030857,-16.461496,"open","lagoon",0,0,0.042124544,0.493861634,0.920192543,3,5,8,0.221249995,31.01912974,0.561741702,3.333333333,0,0.103015956
"Kimberleys","Jorrol",12.78911565,123.206166,-16.429162,"open","flat",0,0,0.039491757,0.464687882,0.844794154,2,7,9,0.28714285,30.86291598,0.574853308,2.5,0,-0.037551377
"Kimberleys","Jackson Is",13.06122449,123.088577,-16.427489,"open","lagoon",0,0,0.038736264,0.506257684,0.91155002,3,6,13,0.22666666,30.86999931,0.595203033,5,0,0.109774823
"Andamans","South Button",14.22734569,93.02086667,12.22348056,"no-take","bank",0.421648342,4.149999907,0.047962868,0.619176473,0.636490116,1,12,12,0.164999997,29.5486357,1.321410817,5,0,-0.432344028
"Andamans","Sharkally",11.70928668,93.05894444,12.06396667,"no-take","bank",0.485164824,4.329999903,0.048956662,0.609259976,0.675992476,1,12,12,0.167999996,29.64499934,1.235917792,10,0,-1.011716938
"Andamans","Emli dera",20.52767053,93.08474444,12.196075,"no-take","bank",0.497692297,4.319999903,0.051043751,0.627138758,0.645150649,1,13,13,0.127499999,29.63043412,1.301483314,5,0,-1.14172736
"Andamans","Minerva",45.09726862,93.08330833,12.01263333,"no-take","bank",0.615274712,5.039999887,0.045412921,0.639527984,0.707147501,1,13,13,0.168571423,29.7808689,1.321617137,3.333333333,0,-0.464512622
"Andamans","Chester island",40.61015711,92.57640556,11.58453611,"no-take","lagoon",0.150219777,1.749999961,0.068957888,0.683701999,1.103414454,1,19,19,0.123333332,30.11208266,1.197740525,2,0,-0.357586755
"Andamans","Red skin",35.32019704,92.59399444,11.57440833,"no-take","lagoon",0.192417578,1.919999957,0.068957888,0.692625707,1.190937576,2,8,9,0.112727271,30.19130367,1.158585729,2.5,0,-0.830356324
"Andamans","Tarmugli",39.50113379,92.56810278,11.582725,"no-take","lagoon",0.213516479,1.919999957,0.068957888,0.694048706,1.248396911,2,8.5,9,0.112727271,30.19130367,1.158585729,3.333333333,0,-0.453808643
"Andamans","Pilot reef",35.63492063,93.00561944,12.04776389,"no-take","lagoon",0.411538452,3.839999914,0.041729646,0.605931672,0.715612716,1,12,12,0.204999995,29.61857076,1.237252112,10,0,-0.70810171
"Lakshadweeps","Japanese Garden shallow",29.50819672,72.195516,10.849491,"open","lagoon",0.043846153,1.189999973,0.07052226,0.529335738,0.895792997,2,9,12,0.226999996,29.81846087,0.72111408,1.428571429,0,-0.92366011
"Lakshadweeps","Japanese Garden",27.80859917,72.195516,10.849491,"open","bank",0.043846153,1.189999973,0.07052226,0.529335738,0.895792997,2,9,12,0.226999996,29.81846087,0.72111408,1.428571429,0,-1.110502189
"Lakshadweeps","Kayani's Reef shallow",40.78571429,72.719498,11.13315,"open","lagoon",0.120109887,2.009999955,0.044182622,0.502898722,0.830522375,1,10,10,0.138333332,29.8742301,0.688971235,2.5,0,-0.928690383
"Lakshadweeps","Kayani's Reef",48.18401937,72.719498,11.13315,"open","bank",0.120109887,2.009999955,0.044182622,0.502898722,0.830522375,1,10,10,0.138333332,29.8742301,0.688971235,2.5,0,-1.149442071
"Lakshadweeps","Three Buoys shallow",39.80952381,72.734578,11.128612,"open","lagoon",0.120109887,2.009999955,0.044182622,0.502898722,0.830522375,1,10,10,0.138333332,29.8742301,0.688971235,2.5,0,-1.082693341
"Lakshadweeps","Three Buoys",43.27731092,72.734578,11.128612,"open","bank",0.120109887,2.009999955,0.044182622,0.502898722,0.830522375,1,10,10,0.138333332,29.8742301,0.688971235,2.5,0,-1.176051385
"Lakshadweeps","Manta Point shallow",32.66832918,72.299195,10.917169,"open","lagoon",0.087032965,1.659999963,0.060339659,0.532511037,0.864089442,3,3.333333333,7,0.248333328,29.82583267,0.720892648,1.666666667,0,-1.000964405
"Lakshadweeps","Manta Point",27.09359606,72.299195,10.917169,"open","bank",0.087032965,1.659999963,0.060339659,0.532511037,0.864089442,3,3.333333333,7,0.248333328,29.82583267,0.720892648,1.666666667,0,-1.225190727
"Lakshadweeps","Cheriyam Reef shallow",39.19413919,73.665633,10.144777,"open","lagoon",0.676703282,4.329999903,0.048494983,0.568446089,0.921603197,1,10,10,0.125999998,30.37559932,0.715344189,3.333333333,0,-1.790081899
"Lakshadweeps","Cheriyam Reef",57.0920183,73.665633,10.144777,"open","bank",0.676703282,4.329999903,0.048494983,0.568446089,0.921603197,1,10,10,0.125999998,30.37559932,0.715344189,3.333333333,0,-1.695392871
"Lakshadweeps","Kadmat Lagoon",45.18272425,72.734578,11.128612,"open","lagoon",0.169999996,2.359999947,0.044182622,0.505314163,0.857664252,1,11,11,0.111666665,29.91481415,0.719419464,2.5,0,1.065025803
"Lakshadweeps","The Cave shallow",32.71889401,72.749733,11.207155,"open","lagoon",0.138681316,2.019999955,0.054999457,0.511551137,0.89031717,1,11,11,0.174999998,29.78346087,0.743999674,1.666666667,0,-1.046304355
"Lakshadweeps","The Cave",44.18886199,72.749733,11.207155,"open","bank",0.138681316,2.019999955,0.054999457,0.511551137,0.89031717,1,11,11,0.174999998,29.78346087,0.743999674,1.666666667,0,-1.368561984
"Lakshadweeps","Potato Patch shallow",28.72340426,72.779775,11.213997,"open","lagoon",0.111648349,1.79999996,0.050094051,0.500674523,0.864883958,1,10,10,0.145999998,29.77599933,0.742383533,1.666666667,0,-0.839622087
"Lakshadweeps","Potato Patch",35.81488934,72.779775,11.213997,"open","bank",0.111648349,1.79999996,0.050094051,0.500674523,0.864883958,1,10,10,0.145999998,29.77599933,0.742383533,1.666666667,0,-0.976949349
"Lakshadweeps","Jetty Point shallow",55.90828924,73.649454,10.073038,"open","lagoon",0.773076906,4.659999896,0.053194952,0.583258608,0.981707724,3,3.666666667,8,0.263333328,30.43999932,0.722605225,2.5,0,-0.337830656
"Lakshadweeps","Jetty Point",48.60088365,73.649454,10.073038,"open","bank",0.773076906,4.659999896,0.053194952,0.583258608,0.981707724,3,3.666666667,8,0.263333328,30.43999932,0.722605225,2.5,0,-1.268082098
"Lakshadweeps","Kalpeni Lagoon",38.50931677,73.640065,10.091129,"open","lagoon",0.672747238,4.269999905,0.04867939,0.57692092,0.937833514,2,5,9,0.238333328,30.37846086,0.732992166,2.5,0,-0.557623898
"Lakshadweeps","Black Tangs",18.67442902,72.627123,10.576632,"open","bank",0.050109889,0.839999981,0.049007444,0.493229114,0.776951866,1,12,12,0.197499996,29.98538395,0.704024023,3.333333333,0,-0.853784256
"Lakshadweeps","Secretariat shallow",31.02779573,72.644166,10.556449,"open","lagoon",0.04087912,0.639999986,0.049007444,0.506312258,0.777579616,1,11,11,0.198571424,29.93592526,0.709654609,3.333333333,0,-0.351139678
"Lakshadweeps","Secretariat",32.30119634,72.644166,10.556449,"open","bank",0.04087912,0.639999986,0.049007444,0.506312258,0.777579616,1,11,11,0.198571424,29.93592526,0.709654609,3.333333333,0,-0.615000485
"Lakshadweeps","Lighthouse Point shallow",59.21483097,73.65011,10.08324,"open","lagoon",0.778461521,4.529999899,0.060989011,0.592268973,1.007612362,2,5,8,0.111666665,30.44999932,0.720952636,2.5,0,-0.197182913
"Lakshadweeps","Lighthouse Point",53.68814192,73.65011,10.08324,"open","bank",0.778461521,4.529999899,0.060989011,0.592268973,1.007612362,2,5,8,0.111666665,30.44999932,0.720952636,2.5,0,-0.929264444
"Lakshadweeps","South of Cheriyam Reef shallow",43.79038047,73.65011,10.08324,"open","lagoon",0.680769216,4.159999907,0.05978767,0.583860596,0.957061357,1,10,10,0.098333332,30.38458266,0.737250924,3,0,-1.656982068
"Lakshadweeps","South of Cheriyam Reef",55.99647266,73.65011,10.08324,"open","bank",0.680769216,4.159999907,0.05978767,0.583860596,0.957061357,1,10,10,0.098333332,30.38458266,0.737250924,3,0,-1.399145109
"Lombok","Gili Sulat Core",36.70634921,116.7238611,-8.337325,"no-take","crest",6.134285577,8.419999812,0.027472527,0.605397666,0,4,4.25,7,0.175454543,30.13416599,0.453018049,5,0,0.011728305
"Lombok","Gili Sulat Tourist",48.72646733,116.7052333,-8.3158167,"no-take","flat",6.134285577,8.419999812,0.027472527,0.605397666,0,4,4.25,7,0.175454543,30.13416599,0.453018049,5,0,1.13961851
"Lombok","Gili Lawang Gear",27.63819095,116.6879861,-8.2972222,"restricted","flat",2.51648346,3.739999916,0.028317835,0.629885939,2.590412512,4,3.5,8,0.150999998,30.18136296,0.476538055,5,0,0.746426715
"Lombok","Gili Lawang Open",6.864564007,116.7074083,-8.293725,"open","flat",4.005933976,5.579999875,0.023351648,0.627088461,2.503551097,4,4,9,0.155454545,30.09879933,0.50091016,5,0,-0.829298035
"Spermonde","Pulau Bontosua",3.428571429,119.3170861,-4.9211833,"no-take","flat",0,0,0.027472527,0.552687069,0,3,5.666666667,9,0.201111106,30.28119932,0.389704152,2.2,0,0.306412175
"Spermonde","Pulau Badi",7.142857143,119.284125,-4.9720167,"open","crest",0,0,0.02451395,0.542014549,0,4,3.25,8,0.14428571,30.14115317,0.441201322,2,0,1.31872806
"Lombok","Gili Gede Barat",16.67196946,115.9166667,-8.72875,"restricted","crest",4.029670239,9.809999781,0.044115304,0.609559679,1.999927909,4,4.25,8,0.221818174,29.87708266,0.50508267,2.75,0,1.03229804
"Lombok","Gili Layar",40.50151976,115.9105278,-8.725472222,"no-take","crest",3.934505406,9.629999785,0.044731739,0.612215824,1.895501432,4,4,8,0.221818174,29.83719933,0.533147248,3,0,1.215620691
"Lombok","Gili Nanggu Barat Laut",21.12835618,116.0055556,-8.716916667,"no-take","crest",5.561648228,11.81999974,0.042582418,0.600518887,1.995574681,4,3.5,7,0.251111103,29.825416,0.547523894,2.5,1.05502624,0.669212821
"Lombok","Gili Rengit",36.6718211,115.9141389,-8.711472222,"no-take","crest",3.934505406,9.629999785,0.044731739,0.612215824,1.895501432,4,4,8,0.221818174,29.83719933,0.533147248,3,0,0.627740943
"Lombok","Gili Sudak Barat Laut",25.49329124,116.021,-8.720611111,"restricted","crest",5.454395483,11.61999974,0.046016484,0.602201191,1.878455526,4,3.25,6,0.251111103,29.78759933,0.568369586,2,1.05502624,0.372586953
"Okinawa","Bise",43.32939787,127.880479,26.711927,"open","flat",3.607802117,10.06999977,0.028846154,0.703126362,5.210540457,2,9.5,14,0.183999994,29.37315724,1.203402799,10,0,0.314832815
"Okinawa","Sesoko Channel",60.52631579,127.861213,26.628729,"open","flat",5.33967021,14.60999967,0.031963887,0.727713624,4.442380282,2,7,9,0.216249995,29.08318117,1.39089001,10,11.22130456,0.656769637
"Okinawa","Sesoko Point",40.35909446,127.859476,26.62734,"open","flat",5.33967021,14.60999967,0.031963887,0.727713624,4.442380282,2,7,9,0.216249995,29.08318117,1.39089001,10,11.22130456,-0.181948632
"Okinawa","Sesoko Station",39.26073926,127.865439,26.635598,"open","flat",5.179120763,14.43999968,0.03581688,0.739872471,3.953361331,2,7,9,0.216249995,29.0895448,1.377324764,10,10.1801741,-0.629404895
"Kimberleys","KraitBay-D4",5.299539171,125.600317,-14.247217,"open","crest",0.1532967,0.299999993,0.033133531,0.591338237,4.550939641,3,4.333333333,10,0.177499996,31.03043409,0.491458655,10,0,0.826248183
"Kimberleys","KraitBayNE pt-D4",34.84848485,125.599335,-14.236944,"open","crest",0.264065928,0.43999999,0.034951159,0.568492647,5.024701255,3,4.333333333,10,0.182499996,30.97624931,0.441034471,10,0,1.082616608
"Kimberleys","Casini",11.11111111,125.636267,-13.9287,"open","crest",0,0,0.026785714,0.529867343,0,3,5,12,0.167999994,30.83478192,0.407016514,10,0,0.920316394
"Kimberleys","LongReefSthEdge",10.47619048,125.800186,-14.036089,"open","crest",0,0,0.029670329,0.651344361,4.899105514,4,3.75,9,0.227499992,30.94041598,0.43370475,10,0,-0.781922598
"Kimberleys","Rocky Island",26.53061224,126.433,-13.938467,"open","crest",0,0,0.031951242,0.718428881,3.710186468,4,3.5,6,0.282499996,30.88304279,0.670023288,5,0,-0.109247891
